key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,Predicted_date
31803,U001,200794332,COST us,,2020,1930587709,04-03-2020,20200302,20200304,19-03-2020,USD,RV,1,30220.01,20200304,NAAX,1930587709,1,1.010989011,20-03-2020
31804,U001,200769623,WAL-MAR associates,,2020,1930698819,27-03-2020,20200325,20200327,11-04-2020,USD,RV,1,41280.95,20200327,NAH4,1930698819,1,1.010989011,12-04-2020
31817,U001,200769623,WAL-MAR corporation,,2020,1930798391,18-04-2020,20200417,20200418,03-05-2020,USD,RV,1,3227.28,20200418,NAH4,1930798391,1,1.010989011,04-05-2020
31819,U001,200743129,BROOKS ,,2020,1930690070,24-03-2020,20200324,20200324,28-05-2020,USD,RV,1,23939.76,20200324,NAGD,1930690070,1,1.010989011,29-05-2020
31825,U001,200769623,WAL-MAR associates,,2020,1930813799,24-04-2020,20200422,20200424,09-05-2020,USD,RV,1,26569.49,20200424,NAH4,1930813799,1,1.010989011,10-05-2020
31830,U001,100048971,BROOK in,,2020,1930584627,04-03-2020,20200229,20200304,19-03-2020,USD,RV,1,10624.68,20200304,NAA8,1930584627,1,1.010989011,20-03-2020
31831,U001,200744019,TARG foundation,,2020,1930739294,05-04-2020,20200403,20200405,20-04-2020,USD,RV,1,291.69,20200405,NAA8,1930739294,1,1.010989011,21-04-2020
31841,U001,200769623,WAL-MAR in,,2020,1930617225,08-03-2020,20200306,20200308,23-03-2020,USD,RV,1,7466.9,20200308,NAH4,1930617225,1,1.010989011,24-03-2020
31849,U001,200705742,DOT corp,,2020,1930729229,01-04-2020,20200401,20200401,16-04-2020,USD,RV,1,16768.02,20200401,NAA8,1930729229,1,1.010989011,17-04-2020
31851,U001,200769623,WAL-MAR associates,,2020,1930777806,11-04-2020,20200411,20200411,26-04-2020,USD,RV,1,77288.73,20200411,NAH4,1930777806,1,1.010989011,27-04-2020
31862,CA02,140104240,FEDER trust,,2020,2960631680,01-05-2020,20200501,20200501,19-05-2020,CAD,RV,1,111298.08,20200509,CA10,2960631680,1,2.169835234,21-05-2020
31866,U001,200794332,COST foundation,,2020,1930735386,07-04-2020,20200402,20200407,22-04-2020,USD,RV,1,12170.66,20200407,NAAX,1930735386,1,1.010989011,23-04-2020
31873,U001,200568183,E G AY co,,2020,1930764674,08-04-2020,20200408,20200408,23-04-2020,USD,RV,1,42378,20200408,NAA8,1930764674,1,1.010989011,24-04-2020
31876,U001,200769623,WAL-MAR ,,2020,1930794378,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,17514.63,20200417,NAH4,1930794378,1,1.010989011,03-05-2020
31878,U001,200769623,WAL-MAR co,,2020,1930684798,22-03-2020,20200322,20200322,06-04-2020,USD,RV,1,1898.9,20200322,NAH4,1930684798,1,1.010989011,07-04-2020
31879,U001,200769623,WAL-MAR associates,,2020,1930653156,16-03-2020,20200314,20200316,31-03-2020,USD,RV,1,46643.04,20200316,NAH4,1930653156,1,1.010989011,01-04-2020
31882,U001,200769623,WAL-MAR corporation,,2020,1930668395,21-03-2020,20200319,20200321,05-04-2020,USD,RV,1,9582.29,20200321,NAH4,1930668395,1,1.010989011,06-04-2020
31883,U001,200729942,SA in,,2020,1930778412,11-04-2020,20200411,20200411,26-04-2020,USD,RV,1,5018.66,20200411,NAA8,1930778412,1,1.010989011,27-04-2020
31901,U001,200705372,FR ,,2020,1930716844,31-03-2020,20200329,20200331,15-04-2020,USD,RV,1,51624.13,20200331,NAA8,1930716844,1,1.010989011,16-04-2020
31902,U001,200743996,STATER  llc,,2020,1930684888,22-03-2020,20200322,20200322,06-04-2020,USD,RV,1,9479.71,20200322,NAA8,1930684888,1,1.010989011,07-04-2020
31905,U001,200148860,DOLLA systems,,2020,1930630074,11-03-2020,20200310,20200311,26-03-2020,USD,RV,1,85606.92,20200311,NAA8,1930630074,1,1.010989011,27-03-2020
31917,U001,200609331,KROG systems,,2020,1930804336,15-04-2020,20200420,20200415,30-04-2020,USD,RV,1,24829.26,20200415,NAA8,1930804336,1,1.010989011,01-05-2020
31928,U001,200794332,COST foundation,,2020,1930604282,06-03-2020,20200305,20200306,21-03-2020,USD,RV,1,42380.8,20200306,NAAX,1930604282,1,1.010989011,22-03-2020
31930,U001,200769623,WAL-MAR associates,,2020,1930583391,01-03-2020,20200301,20200301,16-03-2020,USD,RV,1,38773.98,20200301,NAH4,1930583391,1,1.010989011,17-03-2020
31945,U001,200769623,WAL-MAR co,,2020,1930690460,24-03-2020,20200324,20200324,08-04-2020,USD,RV,1,6705.03,20200324,NAH4,1930690460,1,1.010989011,09-04-2020
31951,U001,200797452,US  llc,,2020,1930578039,27-02-2020,20200227,20200227,13-03-2020,USD,RV,1,44492.37,20200227,NAA8,1930578039,1,1.010989011,14-03-2020
31953,U001,200769623,WAL-MAR llc,,2020,1930827118,27-04-2020,20200425,20200427,12-05-2020,USD,RV,1,5359.56,20200427,NAH4,1930827118,1,1.010989011,13-05-2020
31955,U001,200780383,MEIJ systems,,2020,1930666577,19-03-2020,20200318,20200319,03-04-2020,USD,RV,1,124047.6,20200319,NAA8,1930666577,1,1.010989011,04-04-2020
31959,U001,200769623,WAL-MAR co,,2020,1930797235,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,1898.9,20200417,NAH4,1930797235,1,1.010989011,03-05-2020
31962,U001,200750051,ALBER ,,2020,1930833750,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,67740.99,20200428,NAA8,1930833750,1,1.010989011,14-05-2020
31970,U001,200744019,TARG in,,2020,1930699729,26-03-2020,20200325,20200326,10-04-2020,USD,RV,1,7167.23,20200326,NAA8,1930699729,1,1.010989011,11-04-2020
31973,U001,200434439,BAUGH SU systems,,2020,1930635201,10-03-2020,20200310,20200310,30-03-2020,USD,RV,1,88948.74,20200310,NAD1,1930635201,1,1.010989011,31-03-2020
31982,U001,200769623,WAL-MAR systems,,2020,1930581366,29-02-2020,20200228,20200229,04-05-2020,USD,RV,1,13609.23,20200229,NAGD,1930581366,1,1.010989011,05-05-2020
31986,U001,200416837,DEC ,,2020,1930616997,07-03-2020,20200307,20200307,11-03-2020,USD,RV,1,4459.19,20200301,NAM2,1930616997,1,1.010989011,12-03-2020
31990,U001,200744019,TARG co,,2020,1930670530,18-03-2020,20200319,20200318,02-04-2020,USD,RV,1,41618.11,20200318,NAA8,1930670530,1,1.010989011,03-04-2020
31991,U001,200797984,PIGGLY foundation,,2020,1930804521,21-04-2020,20200420,20200421,06-05-2020,USD,RV,1,71421.98,20200421,NAA8,1930804521,1,1.010989011,07-05-2020
31993,U013,100048689,UNISUP foundation,,2020,1991839870,27-02-2020,20200227,20200227,28-03-2020,USD,RV,1,33965.02,20200227,NAVE,1991839870,1,-1.848095849,26-03-2020
31994,U001,200762301,C&S WH associates,,2020,1930828067,28-04-2020,20200426,20200428,13-05-2020,USD,RV,1,20329.91,20200428,NAC6,1930828067,1,1.010989011,14-05-2020
32005,U001,200769623,WAL-MAR trust,,2020,1930710059,26-03-2020,20200327,20200326,10-04-2020,USD,RV,1,18223.46,20200326,NAH4,1930710059,1,1.010989011,11-04-2020
32015,U001,200769623,WAL-MAR corporation,,2020,1930576193,28-02-2020,20200227,20200228,14-03-2020,USD,RV,1,48720.79,20200228,NAH4,1930576193,1,1.010989011,15-03-2020
32018,U001,200769623,WAL-MAR ,,2020,1930651422,14-03-2020,20200314,20200314,29-03-2020,USD,RV,1,38360.67,20200314,NAH4,1930651422,1,1.010989011,30-03-2020
32020,U001,200769623,WAL-MAR systems,,2020,1930691252,24-03-2020,20200324,20200324,08-04-2020,USD,RV,1,1898.2,20200324,NAH4,1930691252,1,1.010989011,09-04-2020
32024,U001,200769623,WAL-MAR foundation,,2020,1930692983,25-03-2020,20200324,20200325,09-04-2020,USD,RV,1,17407.64,20200325,NAH4,1930692983,1,1.010989011,10-04-2020
32029,CA02,140105508,DOLLARA ,,2020,2960629231,17-04-2020,20200417,20200417,28-04-2020,CAD,RV,1,37284.31,20200418,CA10,2960629231,1,2.169835234,30-04-2020
32051,U001,200769623,WAL-MAR trust,,2020,1930653277,17-03-2020,20200316,20200317,01-04-2020,USD,RV,1,6247.14,20200317,NAH4,1930653277,1,1.010989011,02-04-2020
32059,CA02,100012991,CJR WH systems,,2020,2960630643,26-04-2020,20200426,20200426,08-05-2020,CAD,RV,1,13564.85,20200428,CA10,2960630643,1,2.169835234,10-05-2020
32063,U001,200769623,WAL-MAR corporation,,2020,1930699388,27-03-2020,20200325,20200327,11-04-2020,USD,RV,1,49529.07,20200327,NAH4,1930699388,1,1.010989011,12-04-2020
32065,U001,200769623,WAL-MAR ,,2020,1930832910,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,10077.65,20200428,NAH4,1930832910,1,1.010989011,14-05-2020
32079,U001,200744019,TARG llc,,2020,1930584862,01-03-2020,20200229,20200301,16-03-2020,USD,RV,1,42577.54,20200301,NAA8,1930584862,1,1.010989011,17-03-2020
32081,U001,200759878,SA co,,2020,1930686017,26-03-2020,20200322,20200326,10-04-2020,USD,RV,1,34649.91,20200326,NAH4,1930686017,1,1.010989011,11-04-2020
32083,U001,200726979,BJ'S  co,,2020,1930731416,01-04-2020,20200401,20200401,16-04-2020,USD,RV,1,857.41,20200401,NAA8,1930731416,1,1.010989011,17-04-2020
32097,U001,200769623,WAL-MAR corp,,2020,1930652677,15-03-2020,20200314,20200315,30-03-2020,USD,RV,1,1322.22,20200315,NAH4,1930652677,1,1.010989011,31-03-2020
32100,U001,200769623,WAL-MAR trust,,2020,1930621746,09-03-2020,20200308,20200309,24-03-2020,USD,RV,1,1329.23,20200309,NAH4,1930621746,1,1.010989011,25-03-2020
32101,U001,200794332,COST us,,2020,1930747701,06-04-2020,20200404,20200406,21-04-2020,USD,RV,1,72037.13,20200406,NAAX,1930747701,1,1.010989011,22-04-2020
32106,U001,200721222,GO in,,2020,1930711108,27-03-2020,20200327,20200327,11-04-2020,USD,RV,1,47201.65,20200327,NAA8,1930711108,1,1.010989011,12-04-2020
32108,U001,200769623,WAL-MAR trust,,2020,1930780384,14-04-2020,20200413,20200414,29-04-2020,USD,RV,1,6518.81,20200414,NAH4,1930780384,1,1.010989011,30-04-2020
32109,U001,200705742,DOT corp,,2020,1930685203,23-03-2020,20200321,20200323,26-04-2020,USD,RV,1,4903.64,20200323,NAAW,1930685203,1,1.010989011,27-04-2020
32111,U013,100017600,ZIYAD  foundation,,2020,1991839249,02-03-2020,20200224,20200302,31-05-2020,USD,RV,1,108534.25,20200302,NAUY,1991839249,1,-35.93548387,25-04-2020
32116,U001,200148860,DOLLA trust,,2020,1930614573,07-03-2020,20200306,20200307,22-03-2020,USD,RV,1,15080.42,20200307,NAA8,1930614573,1,1.010989011,23-03-2020
32127,U001,200794332,COST associates,,2020,1930777139,13-04-2020,20200411,20200413,28-04-2020,USD,RV,1,65587.05,20200413,NAAX,1930777139,1,1.010989011,29-04-2020
32131,U001,200779051,AFFILI corp,,2020,1930621083,09-03-2020,20200307,20200309,24-03-2020,USD,RV,1,20855.68,20200309,NAA8,1930621083,1,1.010989011,25-03-2020
32148,U001,200762301,C&S WH us,,2020,1930760548,08-04-2020,20200408,20200408,23-04-2020,USD,RV,1,27759.65,20200408,NAC6,1930760548,1,1.010989011,24-04-2020
32153,U001,200275115,SHAWS  trust,,2020,1930719809,01-04-2020,20200330,20200401,16-04-2020,USD,RV,1,145986.03,20200401,NAA8,1930719809,1,1.010989011,17-04-2020
32158,U001,200769623,WAL-MAR co,,2020,1930843474,01-05-2020,20200430,20200501,16-05-2020,USD,RV,1,91.93,20200501,NAH4,1930843474,1,1.010989011,17-05-2020
32172,U001,200707822,PUBLI corporation,,2020,1930750693,06-04-2020,20200406,20200406,21-04-2020,USD,RV,1,59395.42,20200406,NAA8,1930750693,1,1.010989011,22-04-2020
32176,CA02,140104423,METRO  llc,,2020,2960625541,01-04-2020,20200401,20200401,13-04-2020,CAD,RV,1,40463.48,20200403,CA10,2960625541,1,2.169835234,15-04-2020
32178,U001,200936373,SUPE trust,,2020,1930582569,01-03-2020,20200229,20200301,16-03-2020,USD,RV,1,32276.65,20200301,NAA8,1930582569,1,1.010989011,17-03-2020
32184,U001,200769623,WAL-MAR systems,,2020,1930832259,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,12517.89,20200428,NAH4,1930832259,1,1.010989011,14-05-2020
32185,U001,200769623,WAL-MAR co,,2020,1930714873,28-03-2020,20200328,20200328,12-04-2020,USD,RV,1,30215.98,20200328,NAH4,1930714873,1,1.010989011,13-04-2020
32202,U001,200714710,SYSCO  in,,2020,1930648315,16-03-2020,20200314,20200316,31-03-2020,USD,RV,1,4087.92,20200316,NAA8,1930648315,1,1.010989011,01-04-2020
32206,U001,200782001,GORDO us,,2020,1930647854,18-03-2020,20200313,20200318,07-04-2020,USD,RV,1,12149.13,20200318,NAD1,1930647854,1,1.010989011,08-04-2020
32208,U001,200769623,WAL-MAR associates,,2020,1930621496,08-03-2020,20200308,20200308,23-03-2020,USD,RV,1,14036.16,20200308,NAH4,1930621496,1,1.010989011,24-03-2020
32211,U001,200418007,AM foundation,,2020,1930672494,20-03-2020,20200320,20200320,04-04-2020,USD,RV,1,52250.51,20200320,NAA8,1930672494,1,1.010989011,05-04-2020
32216,U001,200769623,WAL-MAR co,,2020,1930610099,07-03-2020,20200306,20200307,22-03-2020,USD,RV,1,3270.04,20200307,NAH4,1930610099,1,1.010989011,23-03-2020
32237,U001,200769623,WAL-MAR corporation,,2020,1930714330,27-03-2020,20200328,20200327,11-04-2020,USD,RV,1,16261.79,20200327,NAH4,1930714330,1,1.010989011,12-04-2020
32242,U001,200728270,HEI llc,,2020,1930577418,27-02-2020,20200227,20200227,13-03-2020,USD,RV,1,65517,20200227,NAA8,1930577418,1,1.010989011,14-03-2020
32243,U001,200769623,WAL-MAR foundation,,2020,1930842949,30-04-2020,20200430,20200430,15-05-2020,USD,RV,1,11307.78,20200430,NAH4,1930842949,1,1.010989011,16-05-2020
32244,U001,200769623,WAL-MAR corporation,,2020,1930676210,21-03-2020,20200320,20200321,05-04-2020,USD,RV,1,10053.44,20200321,NAH4,1930676210,1,1.010989011,06-04-2020
32245,U001,200726979,BJ'S  corp,,2020,1930594893,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,656.57,20200304,NAA8,1930594893,1,1.010989011,20-03-2020
32258,U001,200748108,KROGER foundation,,2020,1930610752,07-03-2020,20200306,20200307,22-03-2020,USD,RV,1,64720.44,20200307,NAA8,1930610752,1,1.010989011,23-03-2020
32262,CA02,140105686,SYSC co,,2020,2960628960,16-04-2020,20200416,20200416,04-05-2020,CAD,RV,1,3785.6,20200424,CA10,2960628960,1,2.169835234,06-05-2020
32266,U001,200762301,C&S WH ,,2020,1930708540,26-03-2020,20200326,20200326,10-04-2020,USD,RV,1,103504.22,20200326,NAC6,1930708540,1,1.010989011,11-04-2020
32273,U001,200148860,DOLLA foundation,,2020,1930781475,15-04-2020,20200414,20200415,19-06-2020,USD,RV,1,1944.26,20200415,NAGD,1930781475,1,1.010989011,20-06-2020
32275,U001,200769623,WAL-MAR associates,,2020,1930844483,03-05-2020,20200504,20200503,18-05-2020,USD,RV,1,15024.3,20200503,NAH4,1930844483,1,1.010989011,19-05-2020
32277,U001,200762301,C&S WH systems,,2020,1930756798,08-04-2020,20200407,20200408,23-04-2020,USD,RV,1,4696.29,20200408,NAC6,1930756798,1,1.010989011,24-04-2020
32283,U001,200466603,SMITH'S in,,2020,1930688862,24-03-2020,20200323,20200324,08-04-2020,USD,RV,1,18038.09,20200324,NAA8,1930688862,1,1.010989011,09-04-2020
32284,U001,200486270,BAR corporation,,2020,1930746762,06-04-2020,20200404,20200406,21-04-2020,USD,RV,1,5800.52,20200406,NAA8,1930746762,1,1.010989011,22-04-2020
32285,U001,200769623,WAL-MAR llc,,2020,1930885417,11-05-2020,20200511,20200511,26-05-2020,USD,RV,1,569.46,20200511,NAH4,1930885417,1,1.010989011,27-05-2020
32286,U001,200769623,WAL-MAR trust,,2020,1930577153,28-02-2020,20200227,20200228,14-03-2020,USD,RV,1,7486.95,20200228,NAH4,1930577153,1,1.010989011,15-03-2020
32295,CA02,140106408,WAL-M foundation,,2020,2960623409,23-03-2020,20200323,20200323,02-04-2020,CAD,RV,1,53836.85,20200323,CA10,2960623409,1,4.682854311,06-04-2020
32298,U001,200705372,FR systems,,2020,1930838850,01-05-2020,20200429,20200501,16-05-2020,USD,RV,1,63413.55,20200501,NAA8,1930838850,1,1.010989011,17-05-2020
32303,U001,200780383,MEIJ associates,,2020,1930647299,13-03-2020,20200313,20200313,28-03-2020,USD,RV,1,64066.88,20200313,NAA8,1930647299,1,1.010989011,29-03-2020
32304,U001,200769623,WAL-MAR trust,,2020,1930638098,11-03-2020,20200311,20200311,26-03-2020,USD,RV,1,1898.9,20200311,NAH4,1930638098,1,1.010989011,27-03-2020
32317,U001,200799342,MITCH associates,,2020,1930793138,16-04-2020,20200416,20200416,01-05-2020,USD,RV,1,78109.83,20200416,NAA8,1930793138,1,1.010989011,02-05-2020
32321,U001,200711029,WEGMAN systems,,2020,1930733525,03-04-2020,20200403,20200403,18-04-2020,USD,RV,1,77607.41,20200403,NAA8,1930733525,1,1.010989011,19-04-2020
32327,U001,200799180,CHEN systems,,2020,1930629599,10-03-2020,20200310,20200310,25-03-2020,USD,RV,1,55615.72,20200310,NAA8,1930629599,1,1.010989011,26-03-2020
32337,CA02,140104440,SO llc,,2020,2960628072,13-04-2020,20200413,20200413,25-04-2020,CAD,RV,1,6700.75,20200415,CA10,2960628072,1,2.169835234,27-04-2020
32339,U001,200705372,FR corp,,2020,1930670459,20-03-2020,20200319,20200320,04-04-2020,USD,RV,1,64094.58,20200320,NAA8,1930670459,1,1.010989011,05-04-2020
32345,U001,200759878,SA co,,2020,1930597955,06-03-2020,20200304,20200306,21-03-2020,USD,RV,1,34753.42,20200306,NAH4,1930597955,1,1.010989011,22-03-2020
32348,U001,200771157,WEIS co,,2020,1930646702,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,64193.83,20200312,NAA8,1930646702,1,1.010989011,28-03-2020
32349,U001,200762301,C&S WH systems,,2020,1930780636,13-04-2020,20200413,20200413,28-04-2020,USD,RV,1,127614.52,20200413,NAC6,1930780636,1,1.010989011,29-04-2020
32352,U001,200793568,SUPE co,,2020,1930763595,09-04-2020,20200408,20200409,24-04-2020,USD,RV,1,100244.07,20200409,NAA8,1930763595,1,1.010989011,25-04-2020
32378,U001,200772595,SAFEW us,,2020,1930629724,11-03-2020,20200310,20200311,26-03-2020,USD,RV,1,39198.73,20200311,NAA8,1930629724,1,1.010989011,27-03-2020
32386,U001,200769623,WAL-MAR associates,,2020,1930622144,10-03-2020,20200308,20200310,25-03-2020,USD,RV,1,64440.87,20200310,NAH4,1930622144,1,1.010989011,26-03-2020
32387,U001,200769623,WAL-MAR corporation,,2020,1930874673,09-05-2020,20200507,20200509,24-05-2020,USD,RV,1,8885.57,20200509,NAH4,1930874673,1,1.010989011,25-05-2020
32389,U001,100054178,ROUNDY foundation,,2020,1930596048,11-03-2020,20200303,20200311,26-03-2020,USD,RV,1,5618.48,20200311,NAA8,1930596048,1,1.010989011,27-03-2020
32390,U001,200416837,DEC systems,,2020,1930700018,25-03-2020,20200325,20200325,26-03-2020,USD,RV,1,7745.48,20200316,NAM2,1930700018,1,1.010989011,27-03-2020
32391,CA02,140106231,PRATT in,,2020,2960623418,24-03-2020,20200324,20200324,11-04-2020,CAD,RV,1,10164.36,20200401,CA10,2960623418,1,2.169835234,13-04-2020
32395,U001,200769623,WAL-MAR associates,,2020,1930642650,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,24667.68,20200312,NAH4,1930642650,1,1.010989011,28-03-2020
32409,CA02,140104423,METRO  us,,2020,2960633648,09-05-2020,20200509,20200509,21-05-2020,CAD,RV,1,168726.17,20200511,CA10,2960633648,1,2.169835234,23-05-2020
32412,U001,200769623,WAL-MAR in,,2020,1930638693,13-03-2020,20200312,20200313,28-03-2020,USD,RV,1,24442.21,20200313,NAH4,1930638693,1,1.010989011,29-03-2020
32415,U001,200769623,WAL-MAR us,,2020,1930683417,22-03-2020,20200321,20200322,06-04-2020,USD,RV,1,14466.09,20200322,NAH4,1930683417,1,1.010989011,07-04-2020
32421,U001,200726979,BJ'S  in,,2020,1930629945,10-03-2020,20200310,20200310,25-03-2020,USD,RV,1,228.87,20200310,NAA8,1930629945,1,1.010989011,26-03-2020
32425,U001,200936373,SUPE llc,,2020,1930650573,15-03-2020,20200313,20200315,30-03-2020,USD,RV,1,66633.74,20200315,NAA8,1930650573,1,1.010989011,31-03-2020
32434,U001,200353024,DECA systems,,2020,1930690422,24-03-2020,20200324,20200324,08-04-2020,USD,RV,1,295.74,20200316,NAM4,1930690422,1,93.66666667,10-07-2020
32441,U001,100000161,THE W corp,,2020,1930624243,11-03-2020,20200309,20200311,26-03-2020,USD,RV,1,1777.96,20200311,NAA8,1930624243,1,1.010989011,27-03-2020
32443,U001,100031723,FAR W associates,,2020,1930823344,24-04-2020,20200424,20200424,24-05-2020,USD,RV,1,227789.23,20200424,NAD5,1930823344,1,1.010989011,25-05-2020
32444,U001,200769623,WAL-MAR systems,,2020,1930775889,12-04-2020,20200411,20200412,27-04-2020,USD,RV,1,2595.55,20200412,NAH4,1930775889,1,1.010989011,28-04-2020
32445,U001,200769623,WAL-MAR llc,,2020,1930781180,13-04-2020,20200413,20200413,28-04-2020,USD,RV,1,77.86,20200413,NAH4,1930781180,1,1.010989011,29-04-2020
32450,U001,200769623,WAL-MAR ,,2020,1930868401,08-05-2020,20200506,20200508,23-05-2020,USD,RV,1,13064.28,20200508,NAH4,1930868401,1,1.010989011,24-05-2020
32451,U001,200769623,WAL-MAR in,,2020,1930810609,22-04-2020,20200421,20200422,07-05-2020,USD,RV,1,15953.03,20200422,NAH4,1930810609,1,1.010989011,08-05-2020
32462,U001,200416837,DEC corp,,2020,1930599383,04-03-2020,20200304,20200304,24-03-2020,USD,RV,1,203.88,20200301,NAM4,1930599383,1,93.66666667,25-06-2020
32463,U001,200744019,TARG in,,2020,1930637574,12-03-2020,20200311,20200312,27-03-2020,USD,RV,1,88585.6,20200312,NAA8,1930637574,1,1.010989011,28-03-2020
32469,U001,200706844,WINC ,,2020,1930767814,08-04-2020,20200408,20200408,23-04-2020,USD,RV,1,1584.83,20200408,NAA8,1930767814,1,1.010989011,24-04-2020
32479,U001,200769623,WAL-MAR corp,,2020,1930611465,08-03-2020,20200306,20200308,23-03-2020,USD,RV,1,65586.29,20200308,NAH4,1930611465,1,1.010989011,24-03-2020
32485,U001,200769623,WAL-MAR associates,,2020,1930684282,23-03-2020,20200321,20200323,07-04-2020,USD,RV,1,16964.52,20200323,NAH4,1930684282,1,1.010989011,08-04-2020
32487,U001,200769623,WAL-MAR foundation,,2020,1930646051,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,62208.89,20200312,NAH4,1930646051,1,1.010989011,28-03-2020
32489,U001,200769623,WAL-MAR associates,,2020,1930623197,09-03-2020,20200309,20200309,24-03-2020,USD,RV,1,14501.5,20200309,NAH4,1930623197,1,1.010989011,25-03-2020
32492,U001,200769623,WAL-MAR ,,2020,1930801976,21-04-2020,20200420,20200421,06-05-2020,USD,RV,1,47341.23,20200421,NAH4,1930801976,1,1.010989011,07-05-2020
32493,U001,200230690,DECA associates,,2020,1930744794,04-04-2020,20200404,20200404,24-04-2020,USD,RV,1,6367.63,20200401,NAM4,1930744794,1,93.66666667,26-07-2020
32500,U001,200152991,JET systems,,2020,1930875495,08-05-2020,20200507,20200508,23-05-2020,USD,RV,1,10476.98,20200508,NAA8,1930875495,1,1.010989011,24-05-2020
32502,U001,200793088,DEMOU corp,,2020,1930860369,08-05-2020,20200505,20200508,23-05-2020,USD,RV,1,61621.19,20200508,NAA8,1930860369,1,1.010989011,24-05-2020
